match_id,t1,t2,t1_ban1,t1_ban2,t2_ban1,t2_ban2,t1_pick,t2_pick,remaining,winner,t1_mapwins,t2_mapwins,net_h2h,t1_past,t2_past,best_odds,worst_odds,date
178660,466,8925,6,3,7,8,5,0,4,True,2,1,2,5,3,0.7299270072992701,0.7299270072992701,2023-03-08
271700,8049,8946,1,8,7,3,4,0,6,False,1,2,4,0,-4,0.6197718631178707,0.6,2023-09-22
327264,11479,12489,9,2,8,1,0,5,6,True,2,0,2,10,2,0.9615384615384615,0.125,2024-04-13
299788,14711,7031,5,6,0,2,9,8,1,False,0,2,,-4,7,0.06542056074766356,0.04761904761904767,2024-03-11
195700,8904,1033,6,3,4,5,8,0,7,True,2,0,2,3,2,0.8264462809917356,0.8264462809917356,2023-04-16
184060,7035,474,0,4,1,7,3,8,6,False,1,2,,-5,0,0.0990990990990992,0.0825688073394496,2023-05-19
326543,7055,15281,2,9,8,6,0,1,5,True,2,0,,10,3,0.0,1.0,2024-04-17
211907,8904,4733,0,3,6,8,7,1,4,True,2,0,1,11,5,0.8620689655172414,0.8620689655172414,2023-06-03
184372,10735,4894,6,8,3,7,4,0,5,False,0,2,-2,-3,3,0.37106918238993714,0.32885906040268453,2023-03-17
189099,2908,4567,4,0,3,1,8,6,7,False,0,2,-4,-6,4,0.06542056074766356,0.05660377358490576,2023-05-21
270704,8240,12767,2,1,0,9,8,6,4,True,2,0,7,11,1,0.9433962264150942,0.9433962264150942,2023-10-13
278615,1120,8185,0,1,9,4,6,2,8,False,1,2,1,5,-1,0.6183206106870229,0.6,2023-10-08
201254,12391,11060,3,5,4,6,0,8,7,False,1,2,,-6,-5,0.0,1.0,2023-05-02
166069,11318,10597,6,5,7,3,4,0,8,False,0,2,,-5,-1,0.0,1.0,2023-02-19
179471,12150,8240,3,5,0,6,4,7,8,False,0,2,,6,10,0.0,1.0,2023-03-15
181487,10400,11275,6,8,3,5,7,4,0,True,2,1,2,7,2,0.0,1.0,2023-03-10
183799,188,2406,6,8,5,4,0,3,7,True,2,0,,3,0,0.5780346820809249,0.5050505050505051,2023-04-25
168486,5366,10700,3,4,8,0,5,6,7,True,2,0,,-1,-3,0.7692307692307692,0.7692307692307692,2023-02-24
247104,4915,6961,3,8,4,6,0,7,1,False,1,2,,2,0,0.375,0.33333333333333337,2023-08-12
168488,11763,10700,3,8,5,4,6,7,0,False,0,2,,-2,-4,0.6515679442508711,0.6515679442508711,2023-02-25
314325,6387,624,2,5,9,8,1,0,6,False,0,2,-5,-4,1,0.180327868852459,0.09090909090909094,2024-04-27
300472,7269,15077,8,6,5,1,9,0,2,False,0,2,,-4,0,0.736842105263158,0.6875,2024-02-22
204032,8030,8369,6,4,7,0,8,1,3,False,1,2,,-3,-4,0.2063492063492064,0.2063492063492064,2023-04-30
189529,5441,12474,0,8,3,6,7,4,1,True,2,0,1,3,-1,0.0,1.0,2023-05-22
165574,4686,6132,4,0,3,8,6,5,7,True,2,0,2,5,2,0.7194244604316548,0.7194244604316548,2023-02-21
299769,15058,10356,9,1,2,5,0,6,8,True,2,0,,6,-6,0.9523809523809523,0.9090909090909091,2024-03-01
